,Time,energy_acc_xyz,orientation_acc_xyz,energy_orientation,energy_acc_xxyyzz,energy_ang_xyz,energy_ang_xyz_regularized,feedingClass,drinkingClass,activity,nonfeedingClass,unixtime,ges
21219,2016-08-23 19:27:50.006000-05:00,3.748307342141391e-05,2.7579844916272944,2.7580219747007155,5.882756399757019,0.0007799543946986437,6.018166625761139e-09,0,0,8,0,1471998470006,0
21220,2016-08-23 19:27:50.077000-05:00,5.378639084498854e-05,2.7730597914332167,2.7731135778240623,5.939802225228883,0.0007467300555802982,5.7618059844158825e-09,0,0,8,0,1471998470077,0
21221,2016-08-23 19:27:50.151000-05:00,5.936161347571462e-05,2.795095613245373,2.7951549748588493,6.096733076350215,0.000841702420974078,6.494617445787637e-09,0,0,8,0,1471998470151,0
21222,2016-08-23 19:27:50.225000-05:00,9.718654240086115e-05,2.7662146741711804,2.7663118607135817,5.972687593808619,0.0012921370259742285,9.970193101652998e-09,0,0,8,0,1471998470225,0
21223,2016-08-23 19:27:50.279000-05:00,6.908262843345194e-05,2.7522641504681107,2.752333233096544,5.892425559915173,0.0032366089546947497,2.4973834526965656e-08,0,0,8,0,1471998470279,0
21224,2016-08-23 19:27:50.353000-05:00,8.931040651812538e-05,2.7679929070826708,2.768082217489189,5.958948901988214,0.0033774017806317913,2.6060198924628018e-08,0,0,8,0,1471998470353,0
21225,2016-08-23 19:27:50.426000-05:00,6.197883125534316e-05,2.7596223031041034,2.7596842819353578,5.881001215173249,0.00244476730950678,1.8863945289404164e-08,0,0,8,0,1471998470426,0
21226,2016-08-23 19:27:50.477000-05:00,3.2528964585008646e-05,2.7641734281861963,2.7642059571507813,5.882603162362724,0.001876878686311888,1.4482088628949755e-08,0,0,8,0,1471998470477,0
21227,2016-08-23 19:27:50.551000-05:00,3.658051629486296e-06,2.7819744910376203,2.78197814908925,5.969679783652394,0.0014120543286984756,1.0895480931315397e-08,0,0,8,0,1471998470551,0
21228,2016-08-23 19:27:50.588000-05:00,2.276480163412534e-05,2.7618225887962744,2.7618453535979084,5.887434514801315,0.0012116897573129176,9.3494580039577e-09,0,0,8,0,1471998470588,0
21229,2016-08-23 19:27:50.658000-05:00,1.997300377063868e-05,2.748131036690951,2.7481510096947215,5.828863122796407,0.0008244060840336173,6.361158055814947e-09,0,0,8,0,1471998470658,0
21230,2016-08-23 19:27:50.726000-05:00,7.531491910566992e-06,2.7563750543145145,2.7563825858064246,5.856249373108742,0.0013415181831119005,1.0351220548702936e-08,0,0,8,0,1471998470726,0
21231,2016-08-23 19:27:50.789000-05:00,9.52256274663308e-06,2.7706996810208846,2.770709203583632,5.912126139559453,0.0051334163214093505,3.9609693838035115e-08,0,0,8,0,1471998470789,0
21232,2016-08-23 19:27:50.851000-05:00,0.00010566262611062807,2.77057876017784,2.7706844228039507,5.9672425316150095,0.00905422713321417,6.986286368220808e-08,0,0,8,0,1471998470851,0
21233,2016-08-23 19:27:50.928000-05:00,6.53069651743764e-05,2.744785760939775,2.7448510679049494,5.882707460777963,0.013818511584753876,1.0662431778359473e-07,0,0,8,0,1471998470928,0
21234,2016-08-23 19:27:51.002000-05:00,0.0001065284542735258,2.7183847065637603,2.7184912350180337,5.697583535767954,0.034178122017899305,2.637200772986057e-07,0,0,8,0,1471998471002,0
21235,2016-08-23 19:27:51.051000-05:00,0.0011165385104546512,2.69986976472304,2.700986303233494,5.377452022711859,0.045398609312334144,3.5029791136060305e-07,0,0,8,0,1471998471051,0
21236,2016-08-23 19:27:51.127000-05:00,0.010229940881438606,2.81902572931431,2.829255670195749,5.099560496322315,0.07820392495156031,6.034253468484592e-07,0,0,8,0,1471998471127,0
