Prec(pos),F1(pos),TPR,FPR,Specificity,MCC,CKappa,w-acc
0,0,0,0,0,0.72485613540538751,0.70984911986588428,0
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
