Prec(pos),F1(pos),TPR,FPR,Specificity,MCC,CKappa,w-acc
0,0,0,0,0,0.71638834710246146,0.69639466188416499,0
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
