Prec(pos),F1(pos),TPR,FPR,Specificity,MCC,CKappa,w-acc
0,0,0,0,0,0.71671370596800277,0.69809959972593849,0
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
