Prec(pos),F1(pos),TPR,FPR,Specificity,MCC,CKappa,w-acc
0,0,0,0,0,0.72375803013290163,0.70496097245943989,0
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
