Prec(pos),F1(pos),TPR,FPR,Specificity,MCC,CKappa,w-acc
0,0,0,0,0,0.70593830428497684,0.68692849241167786,0
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
